"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USC00456295","PALMER 3 ESE, WA US","2004-04-07",,,,,"0.00","0.0","0.0",,"57","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-08",,,,,"0.00","0.0","0.0",,"55","40",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-09",,,,,"0.00","0.0","0.0",,"61","39",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-10",,,,,"0.00","0.0","0.0",,"70","46",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-11",,,,,"0.00","0.0","0.0",,"77","46",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-12",,,,,"0.00","0.0","0.0",,"81","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-13",,,,,"0.01","0.0","0.0",,"81","46",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-14",,,,,"0.07","0.0","0.0",,"60","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-15",,,,,"0.47","0.0","0.0",,"50","41",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-16",,,,,"0.27","0.0","0.0",,"54","41",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-17",,,,,"0.42","0.0","0.0",,"51","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-18",,,,,"0.09","0.0","0.0",,"54","37",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-19",,,,,"0.42","0.0","0.0",,"59","38",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-20",,,,,"0.09","0.0","0.0",,"59","38",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-21",,,,,"0.15","0.0","0.0",,"55","39",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-22",,,,,"0.00","0.0","0.0",,"67","44",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-23",,,,,"0.00","0.0","0.0",,"54","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-24",,,,,"0.38","0.0","0.0",,"52","38",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-25",,,,,"0.00","0.0","0.0",,"59","38",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-26",,,,,"0.00","0.0","0.0",,"73","39",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-27",,,,,"0.00","0.0","0.0",,"81","47",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-28",,,,,"0.00","0.0","0.0",,"59","40",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-29",,,,,"0.00","0.0","0.0",,"63","40",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-04-30",,,,,"0.00","0.0","0.0",,"72","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-01",,,,,"0.00","0.0","0.0",,"80","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-02",,,,,"0.00","0.0","0.0",,"79","51",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-03",,,,,"0.00","0.0","0.0",,"66","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-04",,,,,"0.06","0.0","0.0",,"70","50",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-05",,,,,"0.44","0.0","0.0",,"55","43",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-06",,,,,"0.00","0.0","0.0",,"58","40",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-07",,,,,"0.07","0.0","0.0",,"67","46",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-08",,,,,"0.23","0.0","0.0",,"60","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-09",,,,,"0.36","0.0","0.0",,"60","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-10",,,,,"0.00","0.0","0.0",,"62","41",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-11",,,,,"1.04","0.0","0.0",,"52","43",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-12",,,,,"0.07","0.0","0.0",,"53","43",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-13",,,,,"0.04","0.0","0.0",,"61","41",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-14",,,,,"0.00","0.0","0.0",,"66","43",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-15",,,,,"0.00","0.0","0.0",,"67","43",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-16",,,,,"0.25","0.0","0.0",,"54","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-17",,,,,"0.02","0.0","0.0",,"57","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-18",,,,,"0.09","0.0","0.0",,"68","47",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-19",,,,,"0.17","0.0","0.0",,"70","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-20",,,,,"0.00","0.0","0.0",,"58","50",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-21",,,,,"0.02","0.0","0.0",,"61","49",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-22",,,,,"0.31","0.0","0.0",,"55","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-23",,,,,"0.39","0.0","0.0",,"53","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-24",,,,,"0.02","0.0","0.0",,"62","44",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-25",,,,,"0.01","0.0","0.0",,"69","47",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-26",,,,,"1.07","0.0","0.0",,"72","47",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-27",,,,,"1.34","0.0","0.0",,"57","49",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-28",,,,,"1.36","0.0","0.0",,"56","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-29",,,,,"1.09","0.0","0.0",,"54","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-30",,,,,"0.33","0.0","0.0",,"52","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-05-31",,,,,"1.03","0.0","0.0",,"56","46",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-01",,,,,"0.00","0.0","0.0",,"56","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-02",,,,,"0.00","0.0","0.0",,"66","46",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-03",,,,,"0.00","0.0","0.0",,"72","49",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-04",,,,,"0.00","0.0","0.0",,"78","50",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-05",,,,,"0.11","0.0","0.0",,"79","53",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-06",,,,,"1.42","0.0","0.0",,"59","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-07",,,,,"0.41","0.0","0.0",,"61","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-08",,,,,"0.10","0.0","0.0",,"67","49",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-09",,,,,"0.02","0.0","0.0",,"72","50",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-10",,,,,"0.22","0.0","0.0",,"72","49",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-11",,,,,"0.03","0.0","0.0",,"55","48",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-12",,,,,"0.00","0.0","0.0",,"55","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-13",,,,,"0.58","0.0","0.0",,"63","45",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-14",,,,,"0.13","0.0","0.0",,"60","49",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-15",,,,,"0.01","0.0","0.0",,"59","42",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-16",,,,,"0.00","0.0","0.0",,"69","47",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-17",,,,,"0.00","0.0","0.0",,"79","54",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-18",,,,,"0.00","0.0","0.0",,"86","60",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-19",,,,,"0.01","0.0","0.0",,"83","54",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-20",,,,,"0.00","0.0","0.0",,"82","53",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-21",,,,,"0.00","0.0","0.0",,"85","56",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-22",,,,,"0.00","0.0","0.0",,"87","53",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-23",,,,,"0.01","0.0","0.0",,"76","54",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-24",,,,,"0.02","0.0","0.0",,"72","55",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-25",,,,,"0.12","0.0","0.0",,"61","54",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-26",,,,,"0.01","0.0","0.0",,"69","51",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-27",,,,,"0.00","0.0","0.0",,"74","51",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-28",,,,,"0.00","0.0","0.0",,"75","50",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-29",,,,,"0.00","0.0","0.0",,"77","52",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-06-30",,,,,"0.00","0.0","0.0",,"79","50",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-07-01",,,,,"0.00","0.0","0.0",,"74","51",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-07-02",,,,,"0.00","0.0","0.0",,"76","51",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-07-03",,,,,"0.41","0.0","0.0",,"67","53",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-07-04",,,,,"0.03","0.0","0.0",,"67","55",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-07-05",,,,,"0.00","0.0","0.0",,"68","52",,,,,,,,,,,,,,,,,,,,,
"USC00456295","PALMER 3 ESE, WA US","2004-07-06",,,,,"0.00","0.0","0.0",,"76","54",,,,,,,,,,,,,,,,,,,,,
