"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-09","0.10",,,"48","52","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-10","0.00",,,"47","56","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-11","0.00",,,"47","56","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-12","0.00",,,"44","49","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-13","0.00",,,"47","57","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-14","0.00",,,"50","56","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-15","0.00",,,"46","49","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-16","0.00",,,"47","52","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-17","0.04",,,"48","52","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-18","0.12",,,"43","51","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-19","0.03",,,"43","49","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-20","0.00",,,"49","60","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-21","0.00",,,"54","66","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-22","0.03",,,"57","63","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-23","0.02",,,"49","56","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-24","0.43",,,"47","52","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-25","0.46",,,"47","51","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-26","0.14",,,"47","52","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-27","0.02",,,"49","54","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-28","0.00",,,"51","62","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-29","0.00",,,"64","78","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-30","0.07",,,"47","54","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-03-31","0.00",,,"45","51","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-01","0.00",,,"46","53","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-02","0.00",,,"50","63","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-03","0.00",,,"56","71","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-04","0.00",,,"50","56","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-05","0.00",,,"51","60","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-06","0.00",,,"50","58","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-07","0.00",,,"52","58","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-08","0.00",,,"53","62","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-09","0.00",,,"55","68","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-10","0.00",,,"60","74","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-11","0.00",,,"63","80","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-12","0.00",,,"55","61","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-13","0.04",,,"54","62","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-14","0.12",,,"49","53","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-15","0.01",,,"49","55","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-16","0.05",,,"50","54","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-17","0.01",,,"52","58","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-18","0.04",,,"51","56","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-19","0.18",,,"50","58","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-20","0.01",,,"50","56","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-21","0.00",,,"52","60","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-22","0.00",,,"54","66","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-23","0.08",,,"53","57","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-24","0.00",,,"51","60","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-25","0.00",,,"57","70","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-26","0.00",,,"63","77","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-27","0.11",,,"53","62","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-28","0.00",,,"54","67","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-29","0.00",,,"59","74","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-04-30","0.00",,,"64","79","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-01","0.00",,,"65","76","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-02","0.00",,,"61","68","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-03","0.00",,,"60","70","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-04","0.00",,,"56","65","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-05","0.00",,,"53","62","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-06","0.00",,,"56","66","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-07","0.19",,,"56","61","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-08","0.15",,,"55","63","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-09","0.00",,,"55","65","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-10","0.09",,,"50","54","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-11","0.08",,,"53","60","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-12","0.00",,,"56","63","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-13","0.00",,,"57","68","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-14","0.00",,,"58","69","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-15","0.00",,,"54","58","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-16","0.00",,,"57","64","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-17","0.00",,,"61","71","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-18","0.00",,,"62","73","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-19","0.00",,,"57","62","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-20","0.00",,,"60","67","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-21","0.00",,,"57","62","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-22","0.05",,,"55","59","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-23","0.00",,,"59","69","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-24","0.00",,,"62","74","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-25","0.13",,,"62","73","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-26","0.50",,,"59","63","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-27","0.61",,,"55","60","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-28","0.71",,,"54","59","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-29","0.00",,,"54","60","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-30","0.00",,,"58","64","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-05-31","0.00",,,"55","61","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-01","0.00",,,"58","68","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-02","0.00",,,"60","69","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-03","0.00",,,"66","77","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-04","0.00",,,"66","79","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-05","0.04",,,"59","66","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-06","0.10",,,"58","64","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-07","0.06",,,"56","62","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-08","0.16",,,"62","74","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-09","0.08",,,"61","66","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-10","0.00",,,"57","62","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-11","0.02",,,"55","61","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-12","0.16",,,"54","62","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-13","0.06",,,"58","64","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-14","0.03",,,"57","64","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-15","0.00",,,"59","69","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-16","0.00",,,"65","78","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-17","0.00",,,"72","85","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-18","0.00",,,"76","86","65"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-19","0.00",,,"72","86","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-20","0.00",,,"73","88","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-21","0.00",,,"74","88","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-22","0.00",,,"65","74","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-23","0.00",,,"62","67","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-24","0.00",,,"62","66","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-25","0.00",,,"65","73","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-26","0.00",,,"66","76","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-27","0.00",,,"66","76","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-28","0.00",,,"69","79","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-29","0.00",,,"67","80","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-06-30","0.00",,,"66","78","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-01","0.00",,,"63","72","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-02","0.00",,,"61","68","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-03","0.00",,,"64","70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-04","0.00",,,"64","71","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-05","0.00",,,"68","79","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-06","0.01",,,"63","70","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-07","0.01",,,"61","69","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-08","0.00",,,"63","70","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-09","0.02",,,"62","69","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-10","0.12",,,"63","70","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-11","0.00",,,"63","73","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-12","0.00",,,"69","81","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-13","0.00",,,"71","81","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-14","0.00",,,"69","81","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-15","0.00",,,"66","74","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-16","0.00",,,"70","82","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-17","0.00",,,"73","83","62"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-18","0.00",,,"73","85","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-19","0.00",,,"70","77","63"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-20","0.00",,,"70","78","61"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-21","0.00",,,"70","79","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-22","0.00",,,"76","89","62"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-23","0.00",,,"82","96","68"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-24","0.00",,,"80","95","64"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-25","0.00",,,"61","75","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-26","0.00",,,"68","81","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-27","0.00",,,"72","84","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-28","0.00",,,"72","85","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-29","0.00",,,"73","85","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-30","0.00",,,"65","72","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-07-31","0.00",,,"69","82","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-01","0.00",,,"69","83","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-02","0.00",,,"63","72","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-03","0.01",,,"67","75","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-04","0.00",,,"62","67","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-05","0.00",,,"66","74","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-06","0.57",,,"62","66","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-07","0.30",,,"66","73","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-08","0.00",,,"69","80","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-09","0.00",,,"78","92","64"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-10","0.00",,,"72","84","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-11","0.00",,,"72","85","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-12","0.00",,,"72","84","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-13","0.00",,,"70","84","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-14","0.00",,,"70","80","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-15","0.00",,,"70","80","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-16","0.00",,,"67","75","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-17","0.00",,,"70","81","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-18","0.00",,,"69","80","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-19","0.00",,,"71","83","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-20","0.00",,,"69","79","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-21","0.20",,,"66","72","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-22","0.54",,,"61","64","58"
